# Psi stats weights for ggl in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      Q(theta)
5.126321949563277247e-01 1.495722431933040674e-05
5.129602598910615319e-01 1.495819693250982117e-05
5.132885347747662141e-01 1.491884251228604159e-05
5.136170197417996297e-01 1.491986410476673962e-05
5.139457149266083436e-01 1.488055873396962361e-05
5.142746204637225205e-01 1.488162918027550375e-05
5.146037364877606990e-01 1.484237273375936213e-05
5.149330631334252395e-01 1.484349190873460301e-05
5.152626005355072092e-01 1.480428426167385902e-05
5.155923488288812750e-01 1.480545204048220955e-05
5.159223081485104778e-01 1.476629306837055174e-05
5.162524786294441226e-01 1.476750932649426724e-05
5.165828604068160024e-01 1.472839890514395837e-05
5.169134536158490612e-01 1.472966351838328388e-05
5.172442583918502867e-01 1.469060152392416644e-05
5.175752748702153738e-01 1.469191436839637110e-05
5.179065031864249491e-01 1.465290067727515246e-05
5.182379434760479020e-01 1.465426162941372146e-05
5.185695958747380541e-01 1.461529611839319117e-05
5.189014605182381557e-01 1.461670505494702442e-05
5.192335375423756672e-01 1.457778760110516149e-05
5.195658270830673109e-01 1.457924439913778930e-05
5.198983292763141861e-01 1.454037487986705742e-05
5.202310442582069872e-01 1.454187941675580700e-05
5.205639721649211182e-01 1.450305770976227026e-05
5.208971131327214676e-01 1.450460986319748816e-05
5.212304672979577447e-01 1.446583584650004703e-05
5.215640347970693647e-01 1.446743549448428259e-05
5.218978157665807860e-01 1.442870904641387598e-05
5.222318103431056180e-01 1.443035606726110714e-05
5.225660186633432902e-01 1.439167706645987560e-05
5.229004408640828272e-01 1.439337133879465001e-05
5.232350770821981856e-01 1.435473966421525972e-05
5.235699274546530280e-01 1.435648106697196462e-05
5.239049921184982805e-01 1.431789659787656899e-05
5.242402712108712448e-01 1.431968501029868746e-05
5.245757648689988173e-01 1.428114762625841887e-05
5.249114732301941588e-01 1.428298292789757105e-05
5.252473964318596922e-01 1.424449250879159558e-05
5.255835346114843265e-01 1.424637457950689828e-05
5.259198879066464549e-01 1.420793100552166015e-05
5.262564564550108459e-01 1.420985972547887813e-05
5.265932403943324180e-01 1.417146287710730349e-05
5.269302398624520212e-01 1.417343812677809053e-05
5.272674549973008773e-01 1.413508788481882514e-05
5.276048859368962507e-01 1.413710954497992440e-05
5.279425328193461109e-01 1.409880579053654418e-05
5.282803957828444696e-01 1.410087374226900729e-05
5.286184749656760440e-01 1.406261635674922381e-05
5.289567705062115932e-01 1.406473048143766544e-05
5.292952825429131369e-01 1.402651934655257376e-05
5.296340112143286261e-01 1.402867952588433309e-05
5.299729566590971608e-01 1.399051452364762401e-05
5.303121190159442166e-01 1.399272063961206335e-05
5.306514984236863075e-01 1.395460165233925940e-05
5.309910950212265446e-01 1.395685358722692058e-05
5.313309089475594105e-01 1.391878049753457977e-05
5.316709403417655411e-01 1.392107813393652006e-05
5.320111893430167216e-01 1.388305082474149563e-05
5.323516560905736661e-01 1.388539404554830176e-05
5.326923407237846853e-01 1.384741240006697983e-05
5.330332433820891280e-01 1.384980108846829537e-05
5.333743642050136069e-01 1.381186499021580039e-05
5.337157033321763278e-01 1.381429902969933983e-05
5.340572609032825380e-01 1.377640836248877738e-05
5.343990370581289673e-01 1.377888763683967388e-05
5.347410319365997200e-01 1.374104228478138693e-05
5.350832456786707159e-01 1.374356667808136561e-05
5.354256784244051381e-01 1.370576652558215022e-05
5.357683303139579856e-01 1.370833592220882345e-05
5.361112014875718534e-01 1.367058085397121383e-05
5.364542920855811525e-01 1.367319513859728841e-05
5.367976022484080012e-01 1.363548503961875734e-05
5.371411321165666664e-01 1.363814409721128062e-05
5.374848818306587894e-01 1.360047885278351268e-05
5.378288515313787155e-01 1.360318256860314582e-05
5.381730413595081641e-01 1.356556206431127509e-05
5.385174514559212255e-01 1.356831032391152565e-05
5.388620819615803637e-01 1.353073444563337165e-05
5.392069330175399688e-01 1.353352713485984142e-05
5.395520047649425832e-01 1.349599576876523830e-05
5.398972973450230084e-01 1.349883277375486604e-05
5.402428108991059741e-01 1.346134580630473420e-05
5.405885455686055829e-01 1.346422701348513667e-05
5.409345014950280861e-01 1.342678433143095421e-05
5.412806788199684416e-01 1.342970962751952831e-05
5.416270776851141999e-01 1.339231111790248742e-05
5.419736982322415075e-01 1.339528038990579184e-05
5.423205406032194364e-01 1.335792594005604151e-05
5.426676049400057655e-01 1.336093907526901409e-05
5.430148913846510883e-01 1.332362857280495880e-05
5.433624000792948161e-01 1.332668545881016775e-05
5.437101311661695080e-01 1.328941879163773392e-05
5.440580847875965409e-01 1.329251931630467476e-05
5.444062610859906615e-01 1.325529637261653319e-05
5.447546602038555452e-01 1.325844042410086815e-05
5.451032822837880154e-01 1.322126109237575466e-05
5.454521274684741572e-01 1.322444855911859439e-05
5.458011959006937586e-01 1.318731272812052383e-05
5.461504877233154254e-01 1.319054349884769892e-05
5.465000030793014663e-01 1.315345105762530953e-05
5.468497421117037849e-01 1.315672502134661497e-05
5.471997049636675436e-01 1.311967585923237558e-05
5.475498917784277220e-01 1.312299290524093044e-05
5.479003026993124470e-01 1.308598691185039504e-05
5.482509378697416613e-01 1.308934692972173439e-05
5.486017974332252356e-01 1.305238399495295942e-05
5.489528815333672984e-01 1.305578687454452109e-05
5.493041903138616844e-01 1.301886688857717264e-05
5.496557239184960419e-01 1.302231252002748571e-05
5.500074824911481697e-01 1.298543537332222287e-05
5.503594661757903461e-01 1.298892364705014707e-05
5.507116751164841117e-01 1.295208923034786473e-05
5.510641094573861531e-01 1.295562003705194159e-05
5.514167693427425299e-01 1.291882824137307920e-05
5.517696549168943365e-01 1.292240147203078666e-05
5.521227663242725958e-01 1.288565218867458289e-05
5.524761037094029215e-01 1.288926773454163569e-05
5.528296672169015213e-01 1.285256085508543383e-05
5.531834569914789723e-01 1.285621860769505670e-05
5.535374731779364454e-01 1.281955402399361012e-05
5.538917159211699248e-01 1.282325387515580089e-05
5.542461853661660998e-01 1.278663147934055473e-05
5.546008816580062506e-01 1.279037332114146940e-05
5.549558049418628070e-01 1.275379300561980843e-05
5.553109553630029005e-01 1.275757673042094458e-05
5.556663330667847012e-01 1.272103838787558163e-05
5.560219381986613030e-01 1.272486388831313135e-05
5.563777709041769493e-01 1.268836741170135681e-05
5.567338313289705853e-01 1.269223458068549347e-05
5.570901196187743043e-01 1.265577986323835034e-05
5.574466359194121257e-01 1.265968859395260514e-05
5.578033803768028820e-01 1.262327552917442820e-05
5.581603531369574434e-01 1.262722571507481778e-05
5.585175543459817149e-01 1.259085419674236793e-05
5.588749841500733062e-01 1.259484573155684207e-05
5.592326426955251950e-01 1.255851565371866769e-05
5.595905301287219524e-01 1.256254843144636564e-05
5.599486465961441839e-01 1.252625968842209443e-05
5.603069922443637552e-01 1.253033360333265540e-05
5.606655672200488993e-01 1.249408608971230154e-05
5.610243716699591099e-01 1.249820103634514813e-05
5.613834057409502476e-01 1.246199464698843634e-05
5.617426695799698777e-01 1.246615052015214093e-05
5.621021633340618218e-01 1.242998515018778310e-05
5.624618871503618278e-01 1.243418184495933098e-05
5.628218411761020112e-01 1.239805738978437225e-05
5.631820255586065249e-01 1.240229480150849074e-05
5.635424404452957781e-01 1.236621115678763190e-05
5.639030859836825504e-01 1.237048918107609745e-05
5.642639623213763223e-01 1.233444624274097325e-05
5.646250696060786112e-01 1.233876477547199317e-05
5.649864079855870802e-01 1.230276243972048790e-05
5.653479776077942054e-01 1.230712137703783465e-05
5.657097786206853884e-01 1.227115954033348419e-05
5.660718111723429535e-01 1.227555877864607694e-05
5.664340754109413734e-01 1.223963733771729112e-05
5.667965714847528202e-01 1.224407677369829622e-05
5.671592995421417260e-01 1.220819562553773206e-05
5.675222597315697781e-01 1.221267515612403618e-05
5.678854522015915895e-01 1.217683419798788976e-05
5.682488771008588069e-01 1.218135372037932909e-05
5.686125345781160023e-01 1.214555284978672396e-05
5.689764247822054477e-01 1.215011226144544726e-05
5.693405478620623406e-01 1.211435137617769080e-05
5.697049039667193560e-01 1.211895057482750375e-05
5.700694932453019836e-01 1.208322957292747049e-05
5.704343158470340791e-01 1.208786845655313099e-05
5.707993719212320904e-01 1.205218723632456467e-05
5.711646616173108315e-01 1.205686570317116283e-05
5.715301850847780418e-01 1.202122416317802756e-05
5.718959424732396046e-01 1.202594211175024535e-05
5.722619339323949950e-01 1.199034015081604632e-05
5.726281596120413875e-01 1.199509747987761042e-05
5.729946196620697707e-01 1.195953499708473317e-05
5.733613142324696099e-01 1.196433160565760518e-05
5.737282434733235181e-01 1.192880850034673120e-05
5.740954075348121410e-01 1.193364428771054185e-05
5.744628065672126027e-01 1.189816045947976083e-05
5.748304407208956190e-01 1.190303532517122552e-05
5.751983101463312709e-01 1.186759067387565762e-05
5.755664149940833418e-01 1.187250451768770903e-05
5.759347554148140924e-01 1.183709894343869002e-05
5.763033315592800410e-01 1.184205166541999026e-05
5.766721435783365157e-01 1.180668506858446334e-05
5.770411916229331029e-01 1.181167656903869749e-05
5.774104758441180874e-01 1.177634885023854245e-05
5.777799963930344562e-01 1.178137902972374945e-05
5.781497534209238953e-01 1.174609008983512876e-05
5.785197470791229035e-01 1.175115884916309487e-05
5.788899775190666785e-01 1.171590858931583027e-05
5.792604448922855642e-01 1.172101582955140979e-05
5.796311493504087142e-01 1.168580415112829110e-05
5.800020910451604284e-01 1.169094977358874738e-05
5.803732701283639273e-01 1.165577657822494804e-05
5.807446867519377998e-01 1.166096048447934531e-05
5.811163410678998886e-01 1.162582567406170073e-05
5.814882332283628497e-01 1.163104776593023324e-05
5.818603633855394808e-01 1.159595124259667666e-05
5.822327316917371709e-01 1.160121142215006896e-05
5.826053382993628960e-01 1.156615308828890810e-05
5.829781833609207764e-01 1.157145125784761887e-05
5.833512670290111890e-01 1.153643101609701921e-05
5.837245894563343196e-01 1.154176707823083298e-05
5.840981507956857222e-01 1.150678483147804022e-05
5.844719511999612038e-01 1.151215868900528637e-05
5.848459908221517178e-01 1.147721434038606398e-05
5.852202698153489147e-01 1.148262589637301541e-05
5.855947883327399239e-01 1.144771934927099579e-05
5.859695465276119064e-01 1.145316850703123189e-05
5.863445445533485012e-01 1.141829966507728621e-05
5.867197825634331565e-01 1.142378632817105593e-05
5.870952607114455768e-01 1.138895509524267238e-05
5.874709791510659418e-01 1.139447916747625724e-05
5.878469380360705765e-01 1.135968544769688545e-05
5.882231375203363921e-01 1.136524683312200154e-05
5.885995777578364452e-01 1.133049053086045793e-05
5.889762589026449335e-01 1.133608913377358677e-05
5.893531811089318673e-01 1.130137015364339390e-05
5.897303445309687309e-01 1.130700587858519288e-05
5.901077493231230431e-01 1.127232412544396618e-05
5.904853956398637971e-01 1.127799687719860790e-05
5.908632836357560203e-01 1.124335225614749832e-05
5.912414134654658815e-01 1.124906193974206238e-05
5.916197852837581372e-01 1.121445435612493309e-05
5.919983992454952437e-01 1.122020087682886743e-05
5.923772555056406874e-01 1.118563023623192788e-05
5.927563542192550994e-01 1.119141349955625422e-05
5.931356955415004739e-01 1.115687970780729274e-05
5.935152796276360609e-01 1.116269961950413397e-05
5.938951066330223627e-01 1.112820258267194687e-05
5.942751767131173590e-01 1.113405904873383582e-05
5.946554900234807262e-01 1.109959867312757687e-05
5.950360467197691738e-01 1.110549159978689566e-05
5.954168469577416634e-01 1.107106779195550348e-05
5.957978908932543005e-01 1.107699708568381595e-05
5.961791786822653316e-01 1.104260975241536014e-05
5.965607104808304806e-01 1.104857531992284612e-05
5.969424864451076118e-01 1.101422436824397325e-05
5.973245067313524004e-01 1.102022611647876784e-05
5.977067714959225508e-01 1.098591145365403402e-05
5.980892808952735784e-01 1.099194928980168209e-05
5.984720350859638049e-01 1.095767082333296173e-05
5.988550342246489189e-01 1.096374465481577081e-05
5.992382784680874153e-01 1.092950229244166710e-05
5.996217679731357109e-01 1.093561202691809918e-05
6.000055028967532511e-01 1.090140567661333082e-05
6.003894833959970700e-01 1.090755122197744505e-05
6.007737096280267863e-01 1.087338079195222283e-05
6.011581817501026048e-01 1.087956205633291485e-05
6.015428999195835402e-01 1.084542745503242497e-05
6.019278642939316359e-01 1.085164434679308132e-05
6.023130750307073011e-01 1.081754548289675019e-05
6.026985322875744178e-01 1.082379791063445888e-05
6.030842362222950115e-01 1.078973469305544653e-05
6.034701869927346918e-01 1.079602256560043970e-05
6.038563847568577669e-01 1.076199490348503847e-05
6.042428296727317960e-01 1.076831812990014181e-05
6.046295218985231479e-01 1.073432593262713930e-05
6.050164615925019973e-01 1.074068442220711984e-05
6.054036489130372178e-01 1.070672759938724332e-05
6.057910840186015999e-01 1.071312126165826225e-05
6.061787670677668549e-01 1.067919972313355350e-05
6.065666982192084999e-01 1.068562846785254443e-05
6.069548776317011951e-01 1.065174212369581092e-05
6.073433054641238504e-01 1.065820586084989036e-05
6.077319818754544078e-01 1.062435462136409024e-05
6.081209070247750592e-01 1.063085326116997146e-05
6.085100810712673614e-01 1.059703703688761390e-05
6.088995041742171210e-01 1.060357048979105126e-05
6.092891764930098430e-01 1.056978919147363231e-05
6.096790981871350601e-01 1.057635736814877584e-05
6.100692694161824470e-01 1.054261090678624143e-05
6.104596903398452623e-01 1.054921371813508623e-05
6.108503611179191273e-01 1.051550200494505119e-05
6.112412819103001382e-01 1.052213936209692585e-05
6.116324528769888635e-01 1.048846230852435712e-05
6.120238741780861247e-01 1.049513412283517831e-05
6.124155459737977703e-01 1.046149164055164956e-05
6.128074684244293469e-01 1.046819782360349344e-05
6.131996416903915392e-01 1.043458982450665482e-05
6.135920659321953963e-01 1.044133028810708281e-05
6.139847413104571050e-01 1.040775668432007989e-05
6.143776679858929946e-01 1.041453134050161011e-05
6.147708461193248652e-01 1.038099204437250619e-05
6.151642758716749926e-01 1.038780080539202903e-05
6.155579574039712343e-01 1.035429572949321223e-05
6.159518908773417012e-01 1.036113850783141771e-05
6.163460764530201974e-01 1.032766756495907073e-05
6.167405142923413353e-01 1.033454427331985901e-05
6.171352045567454203e-01 1.030110737649334249e-05
6.175301474077735664e-01 1.030801792780328004e-05
6.179253430070728026e-01 1.027461499026459384e-05
6.183207915163909663e-01 1.028155929767231208e-05
6.187164930975822541e-01 1.024819023288550912e-05
6.191124479126014490e-01 1.025516820976121989e-05
6.195086561235091382e-01 1.022183293141181666e-05
6.199051178924697147e-01 1.022884449134652111e-05
6.203018333817493790e-01 1.019554291334105037e-05
6.206988027537204688e-01 1.020258797014628485e-05
6.210960261708571295e-01 1.016932000661155369e-05
6.214935037957395325e-01 1.017639847431861723e-05
6.218912357910497679e-01 1.014316403960126150e-05
6.222892223195765071e-01 1.015027583246070253e-05
6.226874635442097849e-01 1.011707484112660070e-05
6.230859596279466617e-01 1.012421987360768004e-05
6.234847107338860051e-01 1.009105224044139417e-05
6.238837170252333753e-01 1.009823042723148361e-05
6.242829786652964730e-01 1.006509606723567148e-05
6.246824958174898024e-01 1.007230732323975235e-05
6.250822686453302302e-01 1.003920615163464910e-05
6.254822973124416485e-01 1.004645039197469056e-05
6.258825819825499792e-01 1.001338232419754964e-05
6.262831228194886135e-01 1.002065946421201061e-05
6.266839199871931942e-01 9.987624415916515950e-06
6.270849736497069449e-01 9.994934371159758956e-06
6.274862839711752294e-01 9.961932258215508250e-06
6.278878511158515474e-01 9.969274944457228544e-06
6.282896752480913172e-01 9.936305682949219976e-06
6.286917565323574264e-01 9.943681016173935608e-06
6.290940951332180120e-01 9.910744522401827530e-06
6.294966912153445726e-01 9.918152418808371133e-06
6.298995449435164096e-01 9.885248609286192384e-06
6.303026564826158529e-01 9.892688985287055570e-06
6.307060259976333683e-01 9.859817776742487192e-06
6.311096536536622281e-01 9.867290548963300473e-06
6.315135396159041736e-01 9.834451858337223395e-06
6.319176840496638636e-01 9.841956943616278456e-06
6.323220871203545368e-01 9.809150688062143300e-06
6.327267489934926825e-01 9.816688003449784833e-06
6.331316698347031480e-01 9.783914100333134190e-06
6.335368498097141421e-01 9.791483563091251668e-06
6.339422890843627867e-01 9.758741929989157667e-06
6.343479878245895653e-01 9.766343457590602592e-06
6.347539461964439855e-01 9.733634012291116327e-06
6.351601643660785834e-01 9.741267522419232969e-06
6.355666424997556962e-01 9.708590182920847484e-06
6.359733807638409120e-01 9.716255593468864712e-06
6.363803793248088425e-01 9.683610277980008471e-06
6.367876383492383496e-01 9.691307507050533231e-06
6.371951580038174301e-01 9.658694133988985668e-06
6.376029384553379975e-01 9.666423099893511699e-06
6.380109798707006563e-01 9.633841587885891609e-06
6.384192824169130365e-01 9.641602209144087938e-06
6.388278462610874620e-01 9.609052477025370668e-06
6.392366715704460578e-01 9.616844672364805477e-06
6.396457585123149769e-01 9.584326639177702899e-06
6.400551072541303954e-01 9.592150327533132016e-06
6.404647179634329612e-01 9.559663912527604636e-06
6.408745908078731235e-01 9.567519013040503976e-06
6.412847259552059143e-01 9.535064135673230689e-06
6.416951235732966108e-01 9.542950567691249066e-06
6.421057838301149623e-01 9.510527147625100306e-06
6.425167068937409631e-01 9.518444830701554605e-06
6.429278929323596348e-01 9.486052787805060403e-06
6.433393421142662438e-01 9.494001641698371455e-06
6.437510546078610840e-01 9.461640896045196282e-06
6.441630305816546942e-01 9.469620840718424691e-06
6.445752702042630844e-01 9.437291312586849074e-06
6.449877736444128429e-01 9.445302268207093820e-06
6.454005410709354740e-01 9.413003878079489179e-06
6.458135726527736153e-01 9.421045765017425143e-06
6.462268685589751538e-01 9.388778433579728633e-06
6.466404289586988874e-01 9.396851172409076351e-06
6.470542540212091964e-01 9.364614820550267395e-06
6.474683439158814835e-01 9.372718332047237405e-06
6.478826988121967334e-01 9.340512880858902318e-06
6.482973188797466202e-01 9.348647086001675083e-06
6.487122042882310646e-01 9.316472456777258297e-06
6.491273552074570130e-01 9.324637276745619978e-06
6.495427718073421008e-01 9.292493390980186870e-06
6.499584542579107671e-01 9.300688747154767000e-06
6.503744027292983620e-01 9.268575526544326268e-06
6.507906173917468173e-01 9.276801340506257243e-06
6.512070984156095310e-01 9.244718706947295037e-06
6.516238459713461495e-01 9.252974900477625969e-06
6.520408602295281186e-01 9.220922776066594283e-06
6.524581413608336877e-01 9.229209271145806496e-06
6.528756895360525725e-01 9.197187578178587844e-06
6.532935049260812921e-01 9.205504296986100209e-06
6.537115877019284982e-01 9.173512957957524814e-06
6.541299380347093129e-01 9.181859822871129626e-06
6.545485560956516569e-01 9.149898760474457039e-06
6.549674420560893662e-01 9.158275694069874473e-06
6.553865960874697416e-01 9.126344831196278574e-06
6.558060183613462213e-01 9.134751756246619670e-06
6.562257090493851530e-01 9.102851015984702473e-06
6.566456683233600211e-01 9.111287855459949058e-06
6.570658963551566645e-01 9.079417161095232490e-06
6.574863933167686136e-01 9.087883838161759449e-06
6.579071593803018647e-01 9.056043113176172050e-06
6.583281947179701055e-01 9.064539551196271295e-06
6.587494995020990451e-01 9.032728719267607808e-06
6.591710739051246382e-01 9.041254841798863166e-06
6.595929180995915297e-01 9.009473826800418623e-06
6.600150322581570528e-01 9.018029557595365331e-06
6.604374165535866759e-01 8.986278283595286221e-06
6.608600711587587773e-01 8.994863546600841719e-06
6.612829962466599820e-01 8.963141937861678757e-06
6.617061919903903799e-01 8.971756657218617529e-06
6.621296585631575304e-01 8.940064638196868258e-06
6.625533961382833459e-01 8.948708738239361042e-06
6.629774048891974303e-01 8.917046233584929426e-06
6.634016849894434076e-01 8.925719638840050245e-06
6.638262366126728153e-01 8.894086573395768944e-06
6.642510599326515441e-01 8.902789208582983496e-06
6.646761551232536203e-01 8.871185507384122583e-06
6.651015223584670899e-01 8.879917297414803738e-06
6.655271618123889121e-01 8.848342885688570953e-06
6.659530736592297329e-01 8.857103755665515947e-06
6.663792580733093329e-01 8.825558558830573887e-06
6.668057152290617351e-01 8.834348434047501180e-06
6.672324453010296530e-01 8.802832377713476020e-06
6.676594484638703753e-01 8.811651183654532326e-06
6.680867248923502144e-01 8.780164193621581832e-06
6.685142747613495029e-01 8.789011855960847451e-06
6.689420982458601506e-01 8.757553858218983353e-06
6.693701955209844234e-01 8.766430302820096089e-06
6.697985667619390515e-01 8.735001223548958773e-06
6.702272121440502328e-01 8.743906376464444775e-06
6.706561318427592955e-01 8.712506142032635817e-06
6.710853260336170356e-01 8.721439929503547054e-06
6.715147948922889354e-01 8.690068466468239589e-06
6.719445385945509441e-01 8.699030814923623602e-06
6.723745573162933642e-01 8.667688050030047324e-06
6.728048512335168541e-01 8.676678886086505079e-06
6.732354205223374244e-01 8.645364746267448187e-06
6.736662653589811089e-01 8.654383996728627547e-06
6.740973859197888496e-01 8.623098409103979351e-06
6.745287823812126105e-01 8.632146000960100738e-06
6.749604549198193748e-01 8.600888892836377315e-06
6.753924037122865931e-01 8.609964753263757678e-06
6.758246289354075120e-01 8.578736052133619064e-06
6.762571307660857345e-01 8.587840108494197540e-06
6.766899093813409927e-01 8.556639742035961537e-06
6.771229649583032639e-01 8.565771921876826807e-06
6.775562976742188770e-01 8.534599817954033606e-06
6.779899077064446278e-01 8.543760049006971578e-06
6.784237952324532195e-01 8.512616135667809469e-06
6.788579604298305981e-01 8.521804345848713746e-06
6.792924034762742869e-01 8.490688551325739598e-06
6.797271245495986047e-01 8.499904668734318403e-06
6.801621238277285597e-01 8.468816921443783426e-06
6.805974014887060664e-01 8.478060874362968371e-06
6.810329577106839505e-01 8.447001102904460671e-06
6.814687926719320554e-01 8.456272819799981550e-06
6.819049065508313578e-01 8.425240952955919598e-06
6.823412995258799629e-01 8.434540362475816493e-06
6.827779717756871092e-01 8.403536329211012059e-06
6.832149234789794967e-01 8.412863360185193193e-06
6.836521548145950700e-01 8.381887089646351596e-06
6.840896659614893460e-01 8.391241671086107129e-06
6.845274570987293083e-01 8.360293092601381700e-06
6.849655284054995130e-01 8.369675153698916175e-06
6.854038800610962046e-01 8.338754196777457630e-06
6.858425122449333111e-01 8.348163666905447815e-06
6.862814251365368934e-01 8.317270261236897735e-06
6.867206189155503626e-01 8.326707069948023371e-06
6.871600937617295957e-01 8.295841145402116094e-06
6.875998498549480420e-01 8.305305222428573697e-06
6.880398873751917277e-01 8.274466709054665366e-06
6.884802065025638074e-01 8.283957984307720992e-06
6.889208074172827878e-01 8.253146812334194942e-06
6.893616902996804185e-01 8.262665215903821660e-06
6.898028553302065768e-01 8.231881315737856326e-06
6.902443026894236056e-01 8.241426777892102328e-06
6.906860325580126414e-01 8.210670080119056305e-06
6.911280451167675087e-01 8.220242531303704401e-06
6.915703405466002707e-01 8.189512966686735273e-06
6.920129190285362331e-01 8.199112337524818388e-06
6.924557807437193846e-01 8.168409837004374512e-06
6.928989258734066237e-01 8.178036058295721676e-06
6.933423545989737535e-01 8.147360552989144075e-06
6.937860671019099312e-01 8.157013555709939965e-06
6.942300635638231077e-01 8.126364976910959193e-06
6.946743441664346985e-01 8.136044692213283347e-06
6.951189090915854685e-01 8.105422971391602747e-06
6.955637585212294249e-01 8.115129330602977251e-06
6.960088926374397023e-01 8.084534399403815554e-06
6.964543116224036767e-01 8.094267334026745948e-06
6.969000156584277406e-01 8.063699124270400209e-06
6.973460049279320838e-01 8.073458565981957052e-06
6.977922796134568006e-01 8.042917009663316452e-06
6.982388398976555610e-01 8.052702890314718584e-06
6.986856859633014949e-01 8.022187919602837523e-06
6.991328179932843057e-01 8.032000171218772744e-06
6.995802361706097150e-01 8.001511718456547276e-06
7.000279406784000180e-01 8.011350273235206225e-06
7.004759316998966368e-01 7.980888270938618506e-06
7.009242094184580107e-01 7.990753061250690083e-06
7.013727740175578207e-01 7.960317442108755853e-06
7.018216256807900955e-01 7.970208400497401805e-06
7.022707645918633279e-01 7.939799097371436857e-06
7.027201909346066921e-01 7.949716156551659896e-06
7.031699048929637152e-01 7.919333102474966675e-06
7.036199066509991606e-01 7.929276195333229309e-06
7.040701963928920337e-01 7.898919323510625963e-06
7.045207743029426872e-01 7.908888383104386322e-06
7.049716405655659379e-01 7.878557626911783182e-06
7.054227953652980609e-01 7.888552586469064728e-06
7.058742388867901285e-01 7.858247879453018772e-06
7.063259713148144492e-01 7.868268672371981699e-06
7.067779928342587947e-01 7.837989948249261176e-06
7.072303036301318402e-01 7.848036508097772115e-06
7.076829038875580569e-01 7.817783700754914392e-06
7.081357937917832635e-01 7.827855961270078854e-06
7.085889735281687418e-01 7.797629004762977067e-06
7.090424432821974543e-01 7.807726899850746415e-06
7.094962032394679374e-01 7.777525728404210704e-06
7.099502535857008523e-01 7.787649192138911203e-06
7.104045945067324341e-01 7.757473740146270607e-06
7.108592261885200436e-01 7.767622706770178217e-06
7.113141488171402793e-01 7.737472908792684362e-06
7.117693625787863132e-01 7.747647312715728274e-06
7.122248676597736639e-01 7.717523103482355475e-06
7.126806642465342012e-01 7.727722879281433708e-06
7.131367525256216977e-01 7.697624193688350417e-06
7.135931326837067212e-01 7.707849276107097731e-06
7.140498049075819642e-01 7.677776049217200675e-06
7.145067693841571366e-01 7.688026373165493906e-06
7.149640263004638507e-01 7.657978540208059103e-06
7.154215758436509587e-01 7.668254040761598726e-06
7.158794182009901030e-01 7.638231537131783433e-06
7.163375535598694999e-01 7.648532149531681905e-06
7.167959821078002669e-01 7.618534910790172252e-06
7.172547040324107614e-01 7.628860570442506779e-06
7.177137195214523535e-01 7.598888532315021407e-06
7.181730287627934306e-01 7.609239174790442613e-06
7.186326319444256150e-01 7.579292273167375228e-06
7.190925292544581016e-01 7.589667834200653149e-06
7.195527208811232089e-01 7.559746005136618507e-06
7.200132070127707173e-01 7.570146420626233472e-06
7.204739878378741968e-01 7.540249600339661657e-06
7.209350635450243461e-01 7.550674806347458697e-06
7.213964343229354315e-01 7.520802931220110614e-06
7.218581003604419566e-01 7.531252863970684517e-06
7.223200618464973299e-01 7.501405870547429124e-06
